General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:57:0,"information: Include file: "peripheral/int/plib_int.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:953:0,"information: Include file: "system/int/sys_int_mapping.h" not found. [missingInclude]"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:154:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:194:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:237:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:381:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:419:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:464:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:515:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:555:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:601:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:639:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:684:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:724:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:764:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:803:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
21.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\int\sys_int.h:45:0,"define and undef directives shall not be used on a reserved identifier or reserved macro name"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:53:0,"information: Include file: "system/ports/sys_ports_definitions.h" not found. [missingInclude]"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:112:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:147:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:188:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:224:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:274:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:313:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:358:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:393:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:431:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:469:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:507:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:557:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:601:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:651:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:685:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:719:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:761:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:799:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:834:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:869:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:907:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:951:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:993:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1040:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1083:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1124:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1165:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1206:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1247:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1292:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1334:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1376:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1418:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1459:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
3.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:1501:1,"The character sequences slash-asterisk and double slash shall not be used within a comment"
8.2,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:103:26,"Function types shall be in prototype form with named parameters"
21.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports.h:45:0,"define and undef directives shall not be used on a reserved identifier or reserved macro name"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:50:0,"information: Include file: "system_config.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:51:0,"information: Include file: "system/common/sys_common.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:52:0,"information: Include file: "system/common/sys_module.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:53:0,"information: Include file: "peripheral/ports/plib_ports.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:55:0,"information: Include file: "system/int/sys_int.h" not found. [missingInclude]"
21.1,REQUIRED,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\ports\sys_ports_definitions.h:43:0,"define and undef directives shall not be used on a reserved identifier or reserved macro name"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\system.h:67:0,"information: Include file: "system/common/sys_common.h" not found. [missingInclude]"
General issue,ADVISORY,..\..\..\..\..\..\microchip\harmony\v2_06\framework\system\system.h:68:0,"information: Include file: "system/common/sys_module.h" not found. [missingInclude]"
General issue,ADVISORY,..\src\app.h:55:0,"information: Include file: <stdint.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\app.h:56:0,"information: Include file: <stdbool.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\app.h:57:0,"information: Include file: <stddef.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\app.h:58:0,"information: Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\app.h:59:0,"information: Include file: "system_config.h" not found. [missingInclude]"
General issue,ADVISORY,..\src\app.h:60:0,"information: Include file: "system_definitions.h" not found. [missingInclude]"
General issue,ADVISORY,..\src\system_pin_map.h:4:0,"information: Include file: <proc/p32mz2048efh100.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:10:0,"information: Include file: <xc.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:11:0,"information: Include file: <sys/kmem.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:12:0,"information: Include file: <sys/attribs.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:13:0,"information: Include file: <sys/types.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:15:0,"information: Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:16:0,"information: Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:17:0,"information: Include file: <stdint.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:18:0,"information: Include file: <stddef.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:19:0,"information: Include file: <stdbool.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:20:0,"information: Include file: <stdarg.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:22:0,"information: Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\system_general_configuration.h:23:0,"information: Include file: <math.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\function_can.h:5:0,"information: Include file: <peripheral/peripheral.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\function_can.h:6:0,"information: Include file: <sys/types.h> not found. Please note: Cppcheck does not need standard library headers to get proper results. [missingIncludeSystem]"
General issue,ADVISORY,..\src\function_can.c:440:34,"style: Boolean result is used in bitwise operation. Clarify expression with parentheses. [clarifyCondition]"
General issue,ADVISORY,..\src\function_can.c:479:34,"style: Boolean result is used in bitwise operation. Clarify expression with parentheses. [clarifyCondition]"
General issue,ADVISORY,..\src\function_can.c:519:28,"style: Boolean result is used in bitwise operation. Clarify expression with parentheses. [clarifyCondition]"
General issue,ADVISORY,..\src\function_can.c:574:28,"style: Boolean result is used in bitwise operation. Clarify expression with parentheses. [clarifyCondition]"
General issue,ADVISORY,..\src\function_can.c:440:47,"style: The comparison '0x00000001 == 1' is always true. [knownConditionTrueFalse]"
General issue,ADVISORY,..\src\function_can.c:479:47,"style: The comparison '0x00000001 == 1' is always true. [knownConditionTrueFalse]"
General issue,ADVISORY,..\src\function_can.c:519:41,"style: The comparison '0x00000001 == 1' is always true. [knownConditionTrueFalse]"
General issue,ADVISORY,..\src\function_can.c:574:41,"style: The comparison '0x00000001 == 1' is always true. [knownConditionTrueFalse]"
General issue,ADVISORY,..\src\function_can.c:430:19,"style: The scope of the variable 'tempFIFOINT' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:469:19,"style: The scope of the variable 'tempFIFOINT' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:508:19,"style: The scope of the variable 'tempFIFOINT' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:510:19,"style: The scope of the variable 'tempFIFOCON' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:513:9,"style: The scope of the variable 'dlc' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:563:19,"style: The scope of the variable 'tempFIFOINT' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:565:19,"style: The scope of the variable 'tempFIFOCON' can be reduced. [variableScope]"
General issue,ADVISORY,..\src\function_can.c:568:9,"style: The scope of the variable 'dlc' can be reduced. [variableScope]"
2.2,REQUIRED,..\src\function_can.c:210:41,"There shall be no dead code"
2.2,REQUIRED,..\src\function_can.c:211:27,"There shall be no dead code"
2.2,REQUIRED,..\src\function_can.c:222:28,"There shall be no dead code"
2.2,REQUIRED,..\src\function_can.c:209:33,"There shall be no dead code"
8.2,REQUIRED,..\src\function_task.h:42:25,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:43:27,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:44:27,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:46:28,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:47:29,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:48:33,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:49:34,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:52:17,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:53:26,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:54:31,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:55:29,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:56:17,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:57:17,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:58:17,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:59:20,"Function types shall be in prototype form with named parameters"
8.2,REQUIRED,..\src\function_task.h:64:30,"Function types shall be in prototype form with named parameters"
8.4,REQUIRED,..\src\system_general_configuration.h:156:21,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,..\src\system_general_configuration.h:157:21,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.10,REQUIRED,..\src\function_can.h:134:13,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_spi.h:4:25,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_spi.h:6:25,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_math.h:4:25,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_math.h:6:25,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_math.h:8:25,"An inline function shall be declared with the static storage class"
8.10,REQUIRED,..\src\function_math.h:10:25,"An inline function shall be declared with the static storage class"
10.1,REQUIRED,..\src\function_can.c:184:64,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:456:45,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:457:45,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:495:45,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:496:45,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:551:41,"Operands shall not be of an inappropriate essential type"
10.1,REQUIRED,..\src\function_can.c:606:41,"Operands shall not be of an inappropriate essential type"
10.3,REQUIRED,..\src\function_can.c:88:27,"The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category"
10.3,REQUIRED,..\src\function_can.c:145:27,"The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category"
10.3,REQUIRED,..\src\function_can.c:221:34,"The value of an expression shall not be assigned to an object with a narrower essential type or of a different essential type category"
10.4,REQUIRED,..\src\function_can.c:86:12,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:100:40,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:110:72,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:117:72,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:125:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:143:17,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:146:40,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:154:40,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:163:72,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:170:72,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:179:17,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:182:22,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:185:79,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:189:21,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:191:15,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:203:15,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:214:20,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:228:11,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:231:20,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:233:24,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:240:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:243:28,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:250:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:258:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:264:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:273:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:283:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:286:28,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:290:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:294:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:298:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:305:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:308:24,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:311:28,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:314:32,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:318:37,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:326:32,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:330:37,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:336:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:339:28,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:343:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:354:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:364:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:369:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:374:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:379:33,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:386:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:392:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:398:29,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:406:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:410:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:440:34,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:447:21,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:450:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:479:34,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:486:21,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:489:25,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:626:130,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,..\src\function_can.c:642:130,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.8,REQUIRED,..\src\function_can.c:248:62,"The value of a composite expression shall not be cast to a different essential type category or a wider essential type"
10.8,REQUIRED,..\src\function_can.c:270:68,"The value of a composite expression shall not be cast to a different essential type category or a wider essential type"
10.8,REQUIRED,..\src\function_can.c:271:70,"The value of a composite expression shall not be cast to a different essential type category or a wider essential type"
10.8,REQUIRED,..\src\function_can.c:279:75,"The value of a composite expression shall not be cast to a different essential type category or a wider essential type"
10.8,REQUIRED,..\src\function_can.c:280:77,"The value of a composite expression shall not be cast to a different essential type category or a wider essential type"
14.4,REQUIRED,..\src\function_can.c:519:11,"The controlling expression of an if statement and the controlling expression of an iteration statement shall have essentially Boolean type"
14.4,REQUIRED,..\src\function_can.c:532:11,"The controlling expression of an if statement and the controlling expression of an iteration statement shall have essentially Boolean type"
14.4,REQUIRED,..\src\function_can.c:574:11,"The controlling expression of an if statement and the controlling expression of an iteration statement shall have essentially Boolean type"
14.4,REQUIRED,..\src\function_can.c:587:11,"The controlling expression of an if statement and the controlling expression of an iteration statement shall have essentially Boolean type"
15.6,REQUIRED,..\src\function_can.c:525:5,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
15.6,REQUIRED,..\src\function_can.c:580:5,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
